id,prefixo,kx_n_urns,grupo_id,escopo
529,br;rio.grande.sul;boa.vista.incra:municipal:lei,265,,leg
530,br;rio.grande.sul;boa.vista.incra:municipal:lei.complementar,3,,leg
531,br;rio.grande.sul;boa.vista.missoes:municipal:decreto,2,,leg
532,br;rio.grande.sul;boa.vista.missoes:municipal:emenda.lei.organica,1,,leg
533,br;rio.grande.sul;boa.vista.missoes:municipal:lei,289,,leg
534,br;rio.grande.sul;boa.vista.sul:municipal:decreto,311,,leg
535,br;rio.grande.sul;boa.vista.sul:municipal:decreto.legislativo,3,,leg
536,br;rio.grande.sul;boa.vista.sul:municipal:emenda.lei.organica,2,,leg
537,br;rio.grande.sul;boa.vista.sul:municipal:lei,220,,leg
538,br;rio.grande.sul;boa.vista.sul:municipal:lei.complementar,1,,leg
539,br;rio.grande.sul;boa.vista.sul:municipal:lei.organica,1,,leg
540,br;rio.grande.sul;bom.jesus:municipal:decreto,5,,leg
541,br;rio.grande.sul;bom.jesus:municipal:emenda.lei.organica,1,,leg
542,br;rio.grande.sul;bom.jesus:municipal:lei,171,,leg
543,br;rio.grande.sul;bom.jesus:municipal:lei.organica,1,,leg
544,br;rio.grande.sul;bom.principio:municipal:decreto,158,,leg
545,br;rio.grande.sul;bom.principio:municipal:lei,317,,leg
546,br;rio.grande.sul;bom.principio:municipal:lei.complementar,2,,leg
547,br;rio.grande.sul;bom.progresso:municipal:decreto,54,,leg
548,br;rio.grande.sul;bom.progresso:municipal:lei,71,,leg
549,br;rio.grande.sul;bom.retiro.sul:municipal:decreto,1,,leg
550,br;rio.grande.sul;bom.retiro.sul:municipal:decreto.legislativo,2,,leg
551,br;rio.grande.sul;bom.retiro.sul:municipal:lei,288,,leg
552,br;rio.grande.sul;boqueirao.leao:municipal:decreto,5,,leg
553,br;rio.grande.sul;boqueirao.leao:municipal:decreto.legislativo,5,,leg
554,br;rio.grande.sul;boqueirao.leao:municipal:emenda.lei.organica,3,,leg
555,br;rio.grande.sul;boqueirao.leao:municipal:lei,109,,leg
556,br;rio.grande.sul;boqueirao.leao:municipal:lei.complementar,20,,leg
557,br;rio.grande.sul;boqueirao.leao:municipal:lei.organica,1,,leg
558,br;rio.grande.sul;bossoroca:municipal:decreto,3,,leg
559,br;rio.grande.sul;bossoroca:municipal:decreto.legislativo,1,,leg
560,br;rio.grande.sul;bossoroca:municipal:emenda.lei.organica,2,,leg
561,br;rio.grande.sul;bossoroca:municipal:lei,265,,leg
562,br;rio.grande.sul;bozano:municipal:lei,48,,leg
563,br;rio.grande.sul;braga:municipal:decreto,1,,leg
564,br;rio.grande.sul;braga:municipal:lei,171,,leg
565,br;rio.grande.sul;braga:municipal:lei.complementar,1,,leg
566,br;rio.grande.sul;brochier:municipal:decreto,96,,leg
567,br;rio.grande.sul;brochier:municipal:decreto.legislativo,29,,leg
568,br;rio.grande.sul;brochier:municipal:emenda.lei.organica,14,,leg
569,br;rio.grande.sul;brochier:municipal:lei,844,,leg
570,br;rio.grande.sul;brochier:municipal:lei.complementar,28,,leg
571,br;rio.grande.sul;brochier:municipal:lei.organica,1,,leg
572,br;rio.grande.sul;butia:municipal:decreto,1288,,leg
573,br;rio.grande.sul;butia:municipal:decreto.legislativo,5,,leg
574,br;rio.grande.sul;butia:municipal:lei,538,,leg
575,br;rio.grande.sul;butia:municipal:lei.complementar,1,,leg
576,br;rio.grande.sul;butia:municipal:lei.organica,1,,leg
577,br;rio.grande.sul;cacapava.sul:municipal:decreto,161,,leg
578,br;rio.grande.sul;cacapava.sul:municipal:decreto.legislativo,1,,leg
579,br;rio.grande.sul;cacapava.sul:municipal:decreto.lei,1,,leg
580,br;rio.grande.sul;cacapava.sul:municipal:emenda.lei.organica,7,,leg
581,br;rio.grande.sul;cacapava.sul:municipal:lei,519,,leg
582,br;rio.grande.sul;cacapava.sul:municipal:lei.complementar,1,,leg
583,br;rio.grande.sul;cacapava.sul:municipal:lei.organica,1,,leg
584,br;rio.grande.sul;cacequi:municipal:decreto,2,,leg
585,br;rio.grande.sul;cacequi:municipal:lei,99,,leg
586,br;rio.grande.sul;cachoeira.sul:municipal:decreto,8,,leg
587,br;rio.grande.sul;cachoeira.sul:municipal:decreto.legislativo,9,,leg
588,br;rio.grande.sul;cachoeira.sul:municipal:emenda.lei.organica,5,,leg
589,br;rio.grande.sul;cachoeira.sul:municipal:lei,370,,leg
590,br;rio.grande.sul;cachoeira.sul:municipal:lei.complementar,1,,leg
591,br;rio.grande.sul;cachoeirinha:municipal:decreto,30,,leg
592,br;rio.grande.sul;cachoeirinha:municipal:decreto.legislativo,4,,leg
593,br;rio.grande.sul;cachoeirinha:municipal:emenda.lei.organica,1,,leg
594,br;rio.grande.sul;cachoeirinha:municipal:lei,765,,leg
595,br;rio.grande.sul;cachoeirinha:municipal:lei.complementar,23,,leg
596,br;rio.grande.sul;cacique.doble:municipal:decreto,72,,leg
597,br;rio.grande.sul;cacique.doble:municipal:decreto.legislativo,4,,leg
598,br;rio.grande.sul;cacique.doble:municipal:emenda.lei.organica,1,,leg
599,br;rio.grande.sul;cacique.doble:municipal:lei,272,,leg
600,br;rio.grande.sul;cacique.doble:municipal:lei.complementar,2,,leg
601,br;rio.grande.sul;caibate:municipal:decreto,1,,leg
602,br;rio.grande.sul;caibate:municipal:decreto.legislativo,5,,leg
603,br;rio.grande.sul;caibate:municipal:emenda.lei.organica,4,,leg
604,br;rio.grande.sul;caibate:municipal:lei,116,,leg
605,br;rio.grande.sul;caicara:municipal:decreto,15,,leg
606,br;rio.grande.sul;caicara:municipal:decreto.legislativo,3,,leg
607,br;rio.grande.sul;caicara:municipal:lei,380,,leg
608,br;rio.grande.sul;caicara:municipal:lei.complementar,1,,leg
609,br;rio.grande.sul;camaqua:municipal:decreto,45,,leg
610,br;rio.grande.sul;camaqua:municipal:lei,304,,leg
611,br;rio.grande.sul;camaqua:municipal:lei.complementar,32,,leg
612,br;rio.grande.sul;camaqua:municipal:lei.organica,1,,leg
613,br;rio.grande.sul;camargo:municipal:decreto,27,,leg
614,br;rio.grande.sul;camargo:municipal:decreto.legislativo,1,,leg
615,br;rio.grande.sul;camargo:municipal:emenda.lei.organica,3,,leg
616,br;rio.grande.sul;camargo:municipal:lei,347,,leg
617,br;rio.grande.sul;cambara.sul:municipal:decreto,1,,leg
618,br;rio.grande.sul;cambara.sul:municipal:lei,275,,leg
619,br;rio.grande.sul;cambara.sul:municipal:lei.organica,1,,leg
620,br;rio.grande.sul;campestre.serra:municipal:decreto,66,,leg
621,br;rio.grande.sul;campestre.serra:municipal:emenda.lei.organica,1,,leg
622,br;rio.grande.sul;campestre.serra:municipal:lei,204,,leg
623,br;rio.grande.sul;campina.missoes:municipal:decreto,2,,leg
624,br;rio.grande.sul;campina.missoes:municipal:decreto.legislativo,4,,leg
625,br;rio.grande.sul;campina.missoes:municipal:lei,63,,leg
626,br;rio.grande.sul;campina.missoes:municipal:lei.complementar,2,,leg
627,br;rio.grande.sul;campina.missoes:municipal:lei.organica,1,,leg
628,br;rio.grande.sul;campinas.sul:municipal:decreto,134,,leg
629,br;rio.grande.sul;campinas.sul:municipal:decreto.legislativo,6,,leg
630,br;rio.grande.sul;campinas.sul:municipal:emenda.lei.organica,2,,leg
631,br;rio.grande.sul;campinas.sul:municipal:lei,339,,leg
632,br;rio.grande.sul;campinas.sul:municipal:lei.complementar,33,,leg
633,br;rio.grande.sul;campo.bom:municipal:decreto,298,,leg
634,br;rio.grande.sul;campo.bom:municipal:decreto.legislativo,9,,leg
635,br;rio.grande.sul;campo.bom:municipal:emenda.lei.organica,2,,leg
636,br;rio.grande.sul;campo.bom:municipal:lei,450,,leg
637,br;rio.grande.sul;campo.bom:municipal:lei.organica,1,,leg
638,br;rio.grande.sul;campo.novo:municipal:decreto,14,,leg
639,br;rio.grande.sul;campo.novo:municipal:decreto.legislativo,3,,leg
640,br;rio.grande.sul;campo.novo:municipal:emenda.lei.organica,1,,leg
641,br;rio.grande.sul;campo.novo:municipal:lei,264,,leg
642,br;rio.grande.sul;campo.novo:municipal:lei.organica,1,,leg
643,br;rio.grande.sul;campos.borges:municipal:decreto.legislativo,3,,leg
644,br;rio.grande.sul;campos.borges:municipal:lei,482,,leg
645,br;rio.grande.sul;campos.borges:municipal:lei.complementar,1,,leg
646,br;rio.grande.sul;candelaria:municipal:decreto,121,,leg
647,br;rio.grande.sul;candelaria:municipal:decreto.legislativo,19,,leg
648,br;rio.grande.sul;candelaria:municipal:emenda.lei.organica,1,,leg
649,br;rio.grande.sul;candelaria:municipal:lei,442,,leg
650,br;rio.grande.sul;candelaria:municipal:lei.complementar,28,,leg
651,br;rio.grande.sul;candelaria:municipal:lei.organica,1,,leg
652,br;rio.grande.sul;candido.godoi:municipal:decreto,1,,leg
653,br;rio.grande.sul;candido.godoi:municipal:decreto.legislativo,15,,leg
654,br;rio.grande.sul;candido.godoi:municipal:emenda.lei.organica,7,,leg
655,br;rio.grande.sul;candido.godoi:municipal:lei,383,,leg
656,br;rio.grande.sul;candido.godoi:municipal:lei.complementar,1,,leg
657,br;rio.grande.sul;candido.godoi:municipal:lei.organica,1,,leg
658,br;rio.grande.sul;candiota:municipal:decreto,4,,leg
659,br;rio.grande.sul;candiota:municipal:lei,301,,leg
660,br;rio.grande.sul;candiota:municipal:lei.complementar,21,,leg
661,br;rio.grande.sul;candiota:municipal:lei.organica,1,,leg
662,br;rio.grande.sul;canela:municipal:decreto,9,,leg
663,br;rio.grande.sul;canela:municipal:lei,177,,leg
664,br;rio.grande.sul;canela:municipal:lei.complementar,12,,leg
665,br;rio.grande.sul;canela:municipal:lei.organica,1,,leg
666,br;rio.grande.sul;cangucu:municipal:decreto,10,,leg
667,br;rio.grande.sul;cangucu:municipal:decreto.legislativo,2,,leg
668,br;rio.grande.sul;cangucu:municipal:emenda.lei.organica,3,,leg
669,br;rio.grande.sul;cangucu:municipal:lei,800,,leg
670,br;rio.grande.sul;cangucu:municipal:lei.organica,1,,leg
671,br;rio.grande.sul;canoas:municipal:decreto,182,,leg
672,br;rio.grande.sul;canoas:municipal:decreto.legislativo,180,,leg
673,br;rio.grande.sul;canoas:municipal:emenda.lei.organica,19,,leg
674,br;rio.grande.sul;canoas:municipal:lei,444,,leg
675,br;rio.grande.sul;canoas:municipal:lei.complementar,1,,leg
676,br;rio.grande.sul;canoas:municipal:lei.organica,1,,leg
677,br;rio.grande.sul;canudos.vale:municipal:decreto,69,,leg
678,br;rio.grande.sul;canudos.vale:municipal:lei,339,,leg
679,br;rio.grande.sul;capao.bonito.sul:municipal:emenda.lei.organica,2,,leg
680,br;rio.grande.sul;capao.bonito.sul:municipal:lei,128,,leg
681,br;rio.grande.sul;capao.bonito.sul:municipal:lei.complementar,3,,leg
682,br;rio.grande.sul;capao.canoa:municipal:decreto,947,,leg
683,br;rio.grande.sul;capao.canoa:municipal:decreto.legislativo,1,,leg
684,br;rio.grande.sul;capao.canoa:municipal:lei,692,,leg
685,br;rio.grande.sul;capao.canoa:municipal:lei.complementar,20,,leg
686,br;rio.grande.sul;capao.cipo:municipal:decreto,8,,leg
687,br;rio.grande.sul;capao.cipo:municipal:decreto.legislativo,17,,leg
688,br;rio.grande.sul;capao.cipo:municipal:lei,54,,leg
689,br;rio.grande.sul;capao.cipo:municipal:lei.complementar,2,,leg
690,br;rio.grande.sul;capao.cipo:municipal:lei.organica,1,,leg
691,br;rio.grande.sul;capao.leao:municipal:decreto,91,,leg
692,br;rio.grande.sul;capao.leao:municipal:emenda.lei.organica,1,,leg
693,br;rio.grande.sul;capao.leao:municipal:lei,411,,leg
694,br;rio.grande.sul;capao.leao:municipal:lei.complementar,32,,leg
695,br;rio.grande.sul;capao.leao:municipal:lei.organica,2,,leg
696,br;rio.grande.sul;capela.santana:municipal:decreto,87,,leg
697,br;rio.grande.sul;capela.santana:municipal:decreto.legislativo,1,,leg
698,br;rio.grande.sul;capela.santana:municipal:emenda.lei.organica,8,,leg
699,br;rio.grande.sul;capela.santana:municipal:lei,451,,leg
700,br;rio.grande.sul;capitao:municipal:lei,225,,leg
701,br;rio.grande.sul;capitao:municipal:lei.organica,1,,leg
702,br;rio.grande.sul;capivari.sul:municipal:decreto,8,,leg
703,br;rio.grande.sul;capivari.sul:municipal:emenda.lei.organica,2,,leg
704,br;rio.grande.sul;capivari.sul:municipal:lei,176,,leg
705,br;rio.grande.sul;capivari.sul:municipal:lei.complementar,2,,leg
706,br;rio.grande.sul;capivari.sul:municipal:lei.organica,1,,leg
707,br;rio.grande.sul;caraa:municipal:decreto,2,,leg
708,br;rio.grande.sul;caraa:municipal:decreto.legislativo,5,,leg
709,br;rio.grande.sul;caraa:municipal:lei,376,,leg
710,br;rio.grande.sul;caraa:municipal:lei.organica,1,,leg
711,br;rio.grande.sul;carazinho:municipal:decreto,100,,leg
712,br;rio.grande.sul;carazinho:municipal:decreto.legislativo,37,,leg
713,br;rio.grande.sul;carazinho:municipal:emenda.lei.organica,31,,leg
714,br;rio.grande.sul;carazinho:municipal:lei,493,,leg
715,br;rio.grande.sul;carazinho:municipal:lei.complementar,16,,leg
716,br;rio.grande.sul;carazinho:municipal:lei.organica,1,,leg
717,br;rio.grande.sul;carlos.barbosa:municipal:decreto,222,,leg
718,br;rio.grande.sul;carlos.barbosa:municipal:decreto.legislativo,1,,leg
719,br;rio.grande.sul;carlos.barbosa:municipal:emenda.lei.organica,5,,leg
720,br;rio.grande.sul;carlos.barbosa:municipal:lei,989,,leg
721,br;rio.grande.sul;carlos.barbosa:municipal:lei.complementar,2,,leg
722,br;rio.grande.sul;carlos.barbosa:municipal:lei.organica,1,,leg
723,br;rio.grande.sul;carlos.gomes:municipal:decreto.legislativo,5,,leg
724,br;rio.grande.sul;carlos.gomes:municipal:emenda.lei.organica,2,,leg
725,br;rio.grande.sul;carlos.gomes:municipal:lei,148,,leg
726,br;rio.grande.sul;carlos.gomes:municipal:lei.organica,1,,leg
727,br;rio.grande.sul;casca:municipal:decreto.legislativo,2,,leg
728,br;rio.grande.sul;casca:municipal:lei,417,,leg
729,br;rio.grande.sul;casca:municipal:lei.complementar,1,,leg
730,br;rio.grande.sul;casca:municipal:lei.organica,1,,leg
731,br;rio.grande.sul;caseiros:municipal:decreto,3,,leg
732,br;rio.grande.sul;caseiros:municipal:decreto.legislativo,2,,leg
733,br;rio.grande.sul;caseiros:municipal:emenda.lei.organica,1,,leg
734,br;rio.grande.sul;caseiros:municipal:lei,134,,leg
735,br;rio.grande.sul;caseiros:municipal:lei.complementar,6,,leg
736,br;rio.grande.sul;caseiros:municipal:lei.organica,1,,leg
737,br;rio.grande.sul;catuipe:municipal:decreto,142,,leg
738,br;rio.grande.sul;catuipe:municipal:decreto.legislativo,3,,leg
739,br;rio.grande.sul;catuipe:municipal:lei,1153,,leg
740,br;rio.grande.sul;catuipe:municipal:lei.organica,1,,leg
741,br;rio.grande.sul;caxias.sul:municipal:decreto,3590,,leg
742,br;rio.grande.sul;caxias.sul:municipal:decreto.legislativo,70,,leg
743,br;rio.grande.sul;caxias.sul:municipal:emenda.lei.organica,53,,leg
744,br;rio.grande.sul;caxias.sul:municipal:lei,5355,,leg
745,br;rio.grande.sul;caxias.sul:municipal:lei.complementar,353,,leg
746,br;rio.grande.sul;caxias.sul:municipal:lei.organica,1,,leg
747,br;rio.grande.sul;centenario:municipal:decreto,1,,leg
748,br;rio.grande.sul;centenario:municipal:decreto.legislativo,5,,leg
749,br;rio.grande.sul;centenario:municipal:emenda.lei.organica,3,,leg
750,br;rio.grande.sul;centenario:municipal:lei,193,,leg
751,br;rio.grande.sul;cerrito:municipal:decreto,752,,leg
752,br;rio.grande.sul;cerrito:municipal:decreto.legislativo,3,,leg
753,br;rio.grande.sul;cerrito:municipal:emenda.lei.organica,1,,leg
754,br;rio.grande.sul;cerrito:municipal:lei,315,,leg
755,br;rio.grande.sul;cerrito:municipal:lei.complementar,1,,leg
756,br;rio.grande.sul;cerrito:municipal:lei.organica,1,,leg
757,br;rio.grande.sul;cerro.branco:municipal:decreto,7,,leg
758,br;rio.grande.sul;cerro.branco:municipal:decreto.legislativo,2,,leg
759,br;rio.grande.sul;cerro.branco:municipal:lei,147,,leg
760,br;rio.grande.sul;cerro.branco:municipal:lei.complementar,6,,leg
761,br;rio.grande.sul;cerro.branco:municipal:lei.organica,1,,leg
762,br;rio.grande.sul;cerro.grande:municipal:decreto,2,,leg
763,br;rio.grande.sul;cerro.grande:municipal:decreto.legislativo,1,,leg
764,br;rio.grande.sul;cerro.grande:municipal:lei,156,,leg
765,br;rio.grande.sul;cerro.grande:municipal:lei.organica,1,,leg
766,br;rio.grande.sul;cerro.grande.sul:municipal:decreto,5,,leg
767,br;rio.grande.sul;cerro.grande.sul:municipal:decreto.legislativo,4,,leg
768,br;rio.grande.sul;cerro.grande.sul:municipal:lei,361,,leg
769,br;rio.grande.sul;cerro.largo:municipal:decreto,5,,leg
770,br;rio.grande.sul;cerro.largo:municipal:decreto.legislativo,10,,leg
771,br;rio.grande.sul;cerro.largo:municipal:emenda.lei.organica,4,,leg
772,br;rio.grande.sul;cerro.largo:municipal:lei,175,,leg
773,br;rio.grande.sul;cerro.largo:municipal:lei.organica,1,,leg
774,br;rio.grande.sul;chapada:municipal:decreto,1,,leg
775,br;rio.grande.sul;chapada:municipal:decreto.legislativo,2,,leg
776,br;rio.grande.sul;chapada:municipal:emenda.lei.organica,1,,leg
777,br;rio.grande.sul;chapada:municipal:lei,278,,leg
778,br;rio.grande.sul;chapada:municipal:lei.complementar,9,,leg
779,br;rio.grande.sul;chapada:municipal:lei.organica,1,,leg
780,br;rio.grande.sul;charqueadas:municipal:decreto,207,,leg
781,br;rio.grande.sul;charqueadas:municipal:lei,351,,leg
782,br;rio.grande.sul;charqueadas:municipal:lei.complementar,1,,leg
783,br;rio.grande.sul;charqueadas:municipal:lei.organica,1,,leg
784,br;rio.grande.sul;charrua:municipal:decreto,131,,leg
785,br;rio.grande.sul;charrua:municipal:decreto.legislativo,1,,leg
786,br;rio.grande.sul;charrua:municipal:lei,228,,leg
787,br;rio.grande.sul;chiapetta:municipal:lei,15,,leg
788,br;rio.grande.sul;chui:municipal:decreto,3,,leg
789,br;rio.grande.sul;chui:municipal:decreto.legislativo,1,,leg
790,br;rio.grande.sul;chui:municipal:emenda.lei.organica,1,,leg
791,br;rio.grande.sul;chui:municipal:lei,943,,leg
792,br;rio.grande.sul;chui:municipal:lei.organica,1,,leg
793,br;rio.grande.sul;chuvisca:municipal:decreto,22,,leg
794,br;rio.grande.sul;chuvisca:municipal:decreto.legislativo,1,,leg
795,br;rio.grande.sul;chuvisca:municipal:lei,210,,leg
796,br;rio.grande.sul;chuvisca:municipal:lei.organica,1,,leg
797,br;rio.grande.sul;cidreira:municipal:decreto,7,,leg
798,br;rio.grande.sul;cidreira:municipal:decreto.legislativo,17,,leg
799,br;rio.grande.sul;cidreira:municipal:lei,153,,leg
800,br;rio.grande.sul;cidreira:municipal:lei.complementar,11,,leg
801,br;rio.grande.sul;cidreira:municipal:lei.organica,1,,leg
802,br;rio.grande.sul;ciriaco:municipal:decreto,13,,leg
803,br;rio.grande.sul;ciriaco:municipal:decreto.legislativo,4,,leg
804,br;rio.grande.sul;ciriaco:municipal:emenda.lei.organica,6,,leg
805,br;rio.grande.sul;ciriaco:municipal:lei,211,,leg
806,br;rio.grande.sul;colinas:municipal:decreto,1,,leg
807,br;rio.grande.sul;colinas:municipal:lei,105,,leg
808,br;rio.grande.sul;colinas:municipal:lei.organica,1,,leg
809,br;rio.grande.sul;colorado:municipal:decreto,2,,leg
810,br;rio.grande.sul;colorado:municipal:decreto.legislativo,4,,leg
811,br;rio.grande.sul;colorado:municipal:emenda.lei.organica,1,,leg
812,br;rio.grande.sul;colorado:municipal:lei,204,,leg
813,br;rio.grande.sul;colorado:municipal:lei.organica,1,,leg
814,br;rio.grande.sul;condor:municipal:decreto,163,,leg
815,br;rio.grande.sul;condor:municipal:decreto.legislativo,7,,leg
816,br;rio.grande.sul;condor:municipal:emenda.lei.organica,3,,leg
817,br;rio.grande.sul;condor:municipal:lei,437,,leg
818,br;rio.grande.sul;condor:municipal:lei.complementar,2,,leg
819,br;rio.grande.sul;condor:municipal:lei.organica,1,,leg
820,br;rio.grande.sul;constantina:municipal:decreto,287,,leg
821,br;rio.grande.sul;constantina:municipal:decreto.legislativo,1,,leg
822,br;rio.grande.sul;constantina:municipal:emenda.lei.organica,1,,leg
823,br;rio.grande.sul;constantina:municipal:lei,511,,leg
824,br;rio.grande.sul;constantina:municipal:lei.complementar,1,,leg
825,br;rio.grande.sul;constantina:municipal:lei.organica,1,,leg
826,br;rio.grande.sul;coqueiro.baixo:municipal:decreto,56,,leg
827,br;rio.grande.sul;coqueiro.baixo:municipal:decreto.legislativo,7,,leg
828,br;rio.grande.sul;coqueiro.baixo:municipal:decreto.lei,1,,leg
829,br;rio.grande.sul;coqueiro.baixo:municipal:lei,168,,leg
830,br;rio.grande.sul;coqueiro.baixo:municipal:lei.organica,1,,leg
831,br;rio.grande.sul;coqueiros.sul:municipal:decreto,4,,leg
832,br;rio.grande.sul;coqueiros.sul:municipal:decreto.legislativo,1,,leg
833,br;rio.grande.sul;coqueiros.sul:municipal:emenda.lei.organica,15,,leg
834,br;rio.grande.sul;coqueiros.sul:municipal:lei,201,,leg
835,br;rio.grande.sul;coqueiros.sul:municipal:lei.complementar,13,,leg
836,br;rio.grande.sul;coqueiros.sul:municipal:lei.organica,1,,leg
837,br;rio.grande.sul;coronel.barros:municipal:decreto,872,,leg
838,br;rio.grande.sul;coronel.barros:municipal:decreto.legislativo,7,,leg
839,br;rio.grande.sul;coronel.barros:municipal:emenda.lei.organica,1,,leg
840,br;rio.grande.sul;coronel.barros:municipal:lei,751,,leg
841,br;rio.grande.sul;coronel.barros:municipal:lei.complementar,10,,leg
842,br;rio.grande.sul;coronel.barros:municipal:lei.organica,1,,leg
843,br;rio.grande.sul;coronel.bicaco:municipal:decreto,1,,leg
